year,month,HOM_tag,HOM_total,Entertainment,Food,HealthFitness,Home,KidsPets,PersonalCare,Grocery,Miscellaneous,Shopping,Travel,Entertainment_Freq,Food_Freq,HealthFitness_Freq,Home_Freq,KidsPets_Freq,PersonalCare_Freq,Grocery_Freq,Miscellaneous_Freq,Shopping_Freq,Travel_Freq,next_HOM_total,gender,job,Entertainment,Food,HealthFitness,Home,KidsPets,PersonalCare,Grocery,Miscellaneous,Shopping,Travel,Entertainment_Freq,Food_Freq,HealthFitness_Freq,Home_Freq,KidsPets_Freq,PersonalCare_Freq,Grocery_Freq,Miscellaneous_Freq,Shopping_Freq,Travel_Freq,dob,Travel_Freq,Total_Spending,Average_Spending,Most_Frequent_Category
2020,3,1,330.2673749104931,176.34557237305825,0,121.33038948426574,5,81.54915687937154,1,21.076254561419503,4,6.981190947968496,5,93.95456445924918,1,5.0621154233041254,0,43.49588659907635,1,177.41003003188524,10,137.19153263110348,10,330.2673749104931,F,Artist,7.8147184494566035,21.312653414944304,109.41062207012703,112.22768041981242,26.248981308843856,58.668189005037384,125.10939022631314,66.21494569642996,46.4336892918157,75.51449102803358,16.20172319198627,184.7311670443574,42.4084408438961,158.20474244012064,17.69371279808245,140.32561581498504,130.7910207506038,9.001137483184163,63.470680649624846,97.47282709797831,1985-02-18,9,1441.0733260026036,57.64293304010415,PersonalCare
2015,4,1,376.785680773443,131.73038552363252,6,191.54491904920314,9,51.23900464960436,7,126.85391845339309,0,29.964434615714875,9,191.789331432956,10,117.59494577630349,7,48.65903235492019,3,52.99169561213666,8,4.360041140964799,10,376.785680773443,M,Teacher,82.27221218172009,178.71077369938334,26.105548112304966,74.70666616574948,7.070971932742043,83.15688539481587,190.29545266286553,95.17313897439628,122.33767486548555,175.2076393215431,157.52983632981363,29.161191243317752,120.04928879332084,192.98308606387275,108.09827077969257,89.85747422397917,0.6506116893433278,66.1633937317208,36.20166385584997,151.29342573105288,1970-03-25,5,1417.9683060973357,83.4099003586668,Miscellaneous
2018,6,1,333.08369325772674,108.76349546432904,10,138.09436828433675,3,91.87787059861587,1,71.53855689945937,8,26.52774534507585,7,145.76702836988557,0,160.98076972597985,5,189.6215191083723,6,152.62848371384652,5,162.37928176998986,5,333.08369325772674,F,Teacher,175.23031931963823,46.6522553907873,161.00862348230106,111.49109159470034,44.57965498246927,48.64893346610566,126.66918760974377,75.60656112042122,114.18734081086885,84.49447889971,130.74008122904286,129.0519876104455,179.54488167733965,67.76637778338419,97.24778927111713,31.51209278985707,28.72703015944196,118.64225528883914,150.98877021000612,163.32761119631027,1974-12-15,9,526.520932541736,26.3260466270868,Travel
2014,3,2,275.11192754630946,11.672598040066928,7,135.39497415497516,6,17.99143179335452,3,106.54776845760121,10,78.54078011255163,2,176.8008218634469,3,112.86221236360612,5,5.546307068381973,10,192.47094060242335,7,168.1860483854885,2,275.11192754630946,M,Manager,103.0233343557261,90.15047546723412,53.76632903366294,83.95516219496795,55.7033263810506,106.76730735846019,169.1795566691147,100.79536287360628,8.862690518194128,88.2265106820882,171.06767271368568,163.96143611882954,139.33332666970236,135.9051774363452,16.969348173222198,137.02834073828475,56.15716342774271,20.570243693458366,147.09332170167792,192.48079656705988,1978-10-16,6,1844.2679476533922,70.93338260205354,Entertainment
2020,1,2,429.1087795519233,192.65927408108055,6,50.99478821482808,10,189.61796520641428,7,74.48622296522849,4,186.34947231811688,8,107.93923542683265,6,147.42668833179522,7,151.93857066568285,7,20.885642731678324,0,59.32218226127068,6,429.1087795519233,M,Artist,140.37293759117182,105.56534992460844,69.75743585268417,46.86703867136723,137.95860091080667,118.1487856700508,114.57969722610572,191.2691546201502,173.96668403720366,123.9458088301874,124.7113807300555,164.32918578526326,37.64249767951138,140.32182871779136,184.1023642598007,37.439347968822425,113.78742072361638,184.32547062887195,147.76341904031068,83.38276785412866,1994-11-23,5,908.025577347558,75.6687981122965,Shopping
2020,12,2,211.4909166249144,27.68201272953481,6,180.86454094180345,0,134.0223934143718,5,196.91570157523768,1,51.754426748384816,7,69.94257654617893,9,147.87542786120792,7,19.941504528951203,5,71.00554218989727,6,54.99254349226892,6,211.4909166249144,M,Engineer,18.987934350283965,67.66144097367015,139.98494346780745,13.136946378722314,38.45662145034707,153.76120230334158,53.64973937032196,174.8654014783462,103.91091017330092,26.678918554775734,31.82626231899899,62.715251700640586,167.61096043527465,175.9774464260244,66.29315871957573,44.285470701909865,107.23179397373896,148.60219714138745,20.55968241675499,189.69217441848997,2004-06-20,5,1655.275996654822,78.82266650737247,Grocery
2019,6,1,129.81588383333536,71.30243236320047,7,177.61712198189136,7,113.55221732864035,5,115.12798150871902,0,94.43548852324378,2,97.29472052213637,10,123.2304831567903,4,107.45336697475605,7,99.3648518801454,3,132.7114178402663,1,129.81588383333536,M,Doctor,156.38882740292775,38.44520163887874,42.06554120631261,16.761112922610376,117.39684024691685,46.47339152028207,126.42455448171744,74.30503119476045,58.516347563868166,52.74840160754641,166.9646311312619,147.13327400051014,56.55431038643255,8.38316379648747,130.29084893581347,42.57183621459819,33.14438131473374,127.03428477726018,78.58646987377892,94.85149467768461,1969-01-08,6,1658.74020555809,66.34960822232361,Shopping
2016,10,1,327.6380447671459,103.41359574152098,6,4.762447650382651,8,186.10301924134058,6,6.069245754825059,0,90.54061554186468,4,138.14142851883727,6,124.13148351442196,3,24.94032198435572,5,119.64229446822705,8,170.1959080178421,9,327.6380447671459,F,Artist,138.05765055426878,98.14620137875801,144.94573267168386,160.30482971777144,33.16586278616076,113.73264007500102,184.13412699247633,45.021518982204924,67.38979067969326,71.63487722339545,80.09546974168869,86.0082437756298,22.91630939271534,119.79147087884405,74.34832652887329,77.17448699042826,97.8670233321325,96.27087304403372,179.9489352459203,177.42969233482086,1978-08-16,3,1651.8560636716634,150.1687330610603,PersonalCare
2017,2,2,144.42508006537628,136.17612600245565,3,71.70934008351134,8,100.63101495920004,2,52.783199730381526,8,161.6703128678611,2,167.7484349625362,10,66.22477787079148,9,120.56338245739222,8,7.96040604417958,7,103.97697080124297,6,144.42508006537628,F,Engineer,185.14810680001156,65.62631369592165,100.71822652736373,168.2232617520212,37.25024871875486,72.99058074546565,147.14612982717472,36.29711090940682,127.50692952224125,82.85058809267368,18.544975947307684,103.49861173922909,29.598129629437242,71.65933982612975,37.01219358528587,7.39670625752078,116.55129260955297,139.6557517745102,120.46826289828255,149.85114074975624,1974-08-12,7,1093.3562221106565,36.44520740368855,Shopping
2013,2,1,365.21187198026604,36.75161071563255,7,31.957178159629684,8,8.116729632075126,7,167.22574168882417,5,90.98917073906935,0,108.44208207375078,0,61.18325711270247,1,35.07145671219918,8,114.07147069485939,7,68.91786250040141,4,365.21187198026604,M,Doctor,172.72785417735642,91.05239947291797,13.751179169753925,93.80735162915357,30.79352996501963,90.0609985133764,68.5850445209655,123.95940504156759,116.07601710394333,170.77668760704006,158.65449046734997,186.87661666880126,160.1106806833247,76.87166682704016,74.0012681745145,186.27759056619496,74.21713671834154,137.16356187812383,76.13995785112644,196.82210469449953,1983-06-07,7,1639.2773841003084,102.45483650626927,PersonalCare
2017,1,2,234.7281734100983,53.06576555417737,5,141.567450788107,2,112.69692908164197,10,111.27051982802013,10,175.26080272597818,10,3.1987375491222547,4,120.98066240379146,1,139.83079243980993,3,132.12488134116035,9,33.467120780742206,7,234.7281734100983,F,Engineer,179.69935849492074,133.02806397872857,100.79049004870815,133.35002830836316,6.1126597208642774,77.28115735220985,165.96187505346833,36.885500690750426,67.62202151186942,178.06017672360582,110.27863921707359,127.98152907182323,163.07537232583869,63.168779054589486,190.52665582953074,54.38637631115719,56.527627123653225,7.874509671865781,109.3604293966575,18.044583407667837,1985-06-22,1,895.9231276298435,35.83692510519374,Home
2015,11,2,250.40601809646873,81.04914045239175,2,28.262206855621976,7,12.232403556466975,9,89.71390582694471,2,161.69159475868614,3,173.19052010110033,0,22.711134445639637,2,76.13758138042019,9,52.650388207823326,5,53.564906520628995,0,250.40601809646873,F,Manager,167.67676829215495,50.78568140478825,174.61921615255568,190.41691525572725,176.5839220974268,53.578332370287015,90.23559597764475,100.62672591039524,108.0539569005561,110.85182372304061,129.70927798569844,150.48109632231936,177.57259953944583,111.36799909550487,49.67675051627769,140.92147807304667,170.24578536922303,11.899661894741387,75.24014576329401,89.9758428895824,2000-09-18,8,1083.5802828869946,57.03054120457866,Shopping
2012,9,2,483.2297538609212,7.1515262955027525,0,2.7008518244280078,4,98.60137049873019,8,16.816918585347796,2,156.9354289170483,2,196.73202143458502,2,32.40030757991039,8,174.68422478085134,4,199.3761360235895,0,118.53366578706574,2,483.2297538609212,F,Artist,109.17682663334301,34.78052359695902,142.29049827644957,118.67102779745267,166.14906357774498,128.40066817123025,132.90942322483886,191.42715627060568,39.773057232249684,180.07366526500147,34.421574348731966,105.83565812800886,138.96027601607992,122.89877756482272,133.46946794668696,90.9195317194747,10.263509569668106,33.69365747297448,154.14072196927202,52.43411552101129,1997-09-01,8,985.7642122183197,98.57642122183196,Grocery
2011,11,2,343.1003852027552,25.97287631674956,7,171.8381837583297,3,177.84451689603094,2,155.88215898769712,8,47.07219527646074,10,76.3315895539803,3,148.1041539730259,6,129.6086097605805,0,179.97706271166982,7,154.35691733592552,4,343.1003852027552,F,Engineer,92.54439201989592,164.84413546642682,197.07057112664856,95.95666186663061,158.62921816958453,59.03972551130232,47.59836347116626,46.85849454256037,69.41450710451171,131.90922839802096,47.85699907125189,28.425955956695702,21.010287199506394,50.92409026585123,136.82160782170263,64.68868806936676,149.73185882594137,158.04964565582077,44.47234968841474,192.80674152381752,1993-05-24,10,575.5667864571084,31.975932580950467,Grocery
2019,10,2,252.58275462739422,22.287488180295423,1,175.42349634917574,5,7.949929848692339,6,190.21157099494775,4,158.5549332648032,5,27.527560562086585,6,0.7994248331296472,9,132.11627243888793,3,95.23738152015788,1,124.21173588815478,0,252.58275462739422,M,Teacher,147.40209527401814,3.13015022170815,83.81059237723588,77.94228513389308,114.76571925697579,185.89535494006194,21.92888023431625,166.14626611280895,10.976018428039701,13.056093287949832,189.37477422030076,155.5402899699779,78.67322815442475,120.73386026335204,83.48149032548275,17.76061290963582,46.3423403732641,119.38397137680505,126.5989631473424,2.7608535595412986,1988-01-14,9,1235.4896368303066,44.12462988679666,Shopping
2022,2,1,317.2333162337983,147.00478654310393,2,69.16033819737606,5,39.78684858196551,6,180.45670056973478,7,25.479306046348672,2,23.472017284163904,7,95.04007357807225,8,113.69789774936825,8,77.65007662718189,3,161.1573552542934,0,317.2333162337983,F,Manager,124.7416407224345,88.08634469127148,151.5944212712495,145.01423238583422,153.2211098110507,32.71357621256825,122.2666771024744,55.09836296683262,33.46366563175025,65.70156818801472,29.192904780630634,15.63324064694287,22.969462195546186,62.33320443483343,66.1957279318367,42.82523400686444,146.66463709030032,14.19524766443474,87.37464655188052,62.414465076774725,1979-08-07,6,1843.8653759095841,76.82772399623268,HealthFitness
2021,5,2,418.91989732391863,183.34743719398517,0,185.68358492698817,9,94.00882358842917,3,109.62099838555297,8,88.17665557505808,6,140.97592483118623,9,174.76375721121366,9,98.7458545618031,6,102.09108075463595,6,1.8535203370923847,4,418.91989732391863,F,Artist,110.36876615048705,78.9675258637916,115.59042149848962,182.80164548006127,144.2825215888826,69.83676055511117,36.73004023099864,138.1987039171503,161.93196724264297,36.4149487739591,154.30416860450504,150.00370910620998,131.36184643490907,161.11339081349007,177.20773557019308,29.23206560792675,113.1532029698064,85.32073775139108,70.2518731376126,143.47728054123735,2004-02-06,3,1011.1733885818094,34.86804788213136,Miscellaneous
2021,1,1,238.79123734647897,152.53817354223577,5,126.34875818156681,9,27.727714362755364,0,2.7592505686672153,1,93.88853510548856,8,185.05919294697912,0,125.96226366196932,10,134.91181887083283,10,62.93931582310941,6,16.04086745651494,2,238.79123734647897,F,Teacher,91.24136859972096,142.05329595482777,46.96476510943617,175.85429823281316,123.06775977207633,90.86371783017455,169.94036491795464,11.212026772476236,184.90400260295502,157.71577553698705,199.80747617867394,134.18107847836754,9.411487487496363,129.55271624232404,33.04340593210038,7.0859898675320165,162.24240277079323,157.65462742190928,70.67644154480072,188.7731182455764,1984-02-03,10,1411.738608774184,58.82244203225767,Grocery
2017,1,2,199.68274485474691,165.05697507777055,3,58.83771637921451,9,91.19757193694954,6,23.327797793435835,8,34.19931103960003,9,138.8008288747424,10,187.71909661152768,3,155.27024346216984,4,181.88823089791958,1,75.20537520812715,8,199.68274485474691,F,Engineer,67.14168026907781,160.27339256948693,41.43796688930799,180.9588944256925,33.77067917285259,165.10052724606518,198.44262968435493,170.0281493743294,4.627563787917577,69.99802560132915,173.17672969647913,146.5328829809664,85.3470621932213,176.54301319259895,120.82786099518006,113.23920820513749,84.92479444320011,51.17780317548903,172.03792947389638,92.5281234156764,1971-07-04,4,1445.1423022124404,131.37657292840368,Entertainment
2021,10,1,175.21622153783187,131.15462852658186,4,121.79674143587178,8,53.754672435000586,1,94.43520211504503,8,111.4030851756674,8,54.60733457256619,6,30.31494835405091,1,59.00112101578912,8,80.95060233664171,0,127.26395861883071,3,175.21622153783187,F,Teacher,174.73664676924085,156.54104943876888,59.36225065171292,72.30584320576041,48.92242462103871,166.15747869637516,13.069202535464175,174.08681176229464,15.34574439953198,95.34241460433309,151.93410340419135,17.090970566062612,54.84663830911962,29.214225621372346,65.95455501401692,120.41977307522937,129.6115449562831,21.05366998152265,59.64179232979943,108.20462414036982,1972-08-23,9,934.370000925102,51.909444495839,Food
2012,11,2,381.1301408640305,112.89122784987207,3,40.988601370577186,5,49.23992772002514,7,43.529775668037665,8,141.76164493428527,4,90.70246743012456,7,42.20955964267954,8,13.784583665583284,10,138.70626786592143,8,93.77766037554129,5,381.1301408640305,M,Doctor,35.15702833452319,43.42243851526115,78.54296484645316,118.48747893127273,194.26614480751732,153.05572680417495,131.77056001431703,153.99579649880025,194.6048921563354,171.1129628486252,178.4820583238161,76.60077131634159,115.3090858718697,148.37797552656303,187.29758650867126,71.62507374663699,173.02589550508984,195.90920924181495,116.83595970330738,111.83583090432245,1996-11-23,3,1272.820457695146,70.71224764973033,Travel
2020,12,2,481.4231778575584,88.87236900540394,5,7.32706816151425,2,84.92686891370936,6,69.29364298958932,7,199.32387349413472,3,56.85078633665541,1,95.70467551020461,3,57.8488161582948,0,101.94438333965348,5,79.94827252628767,8,481.4231778575584,M,Doctor,11.67464627571555,144.78012908424554,30.811385781503752,103.3546388682008,85.56943515908178,185.25533027134765,2.5098745586574545,41.46752503882465,28.450698716359767,140.1162901737878,180.68495803653272,52.73770652202177,168.1801261197503,54.74172063472103,98.48661291648972,156.8522591654207,184.60717415766808,110.22532697114269,91.19267686318216,154.5353235331267,1978-03-27,6,768.0359444134431,42.668663578524615,Miscellaneous
2019,8,2,252.09758208079313,88.91112160946875,2,194.24430672671303,10,37.54776278913354,5,70.84455983872256,9,40.07330121989241,6,69.9316127825107,5,25.37945741762444,8,62.55946642393728,6,92.04591632800489,0,159.7099151626022,4,252.09758208079313,F,Doctor,139.4565453877694,33.80147872280399,59.74132904996448,140.094184444547,12.302724128293807,109.29309703030665,170.80748429714546,113.19880634359647,176.63325792586824,123.3483409534801,187.15157546607188,139.53018467151392,73.80286404841397,50.11639227606657,106.68096220563726,129.12385811752443,23.286896337328635,70.26080890113016,58.035611412418994,134.54797690391666,1963-12-01,6,708.4773390665443,27.24912842563632,Entertainment
2019,2,1,399.6053186416022,1.6429881743230235,7,184.60616281556256,3,26.757738603220417,7,160.24698281481415,3,37.268928590631845,6,25.503857169955534,10,14.438134161026195,0,130.05260853568998,3,24.72285463255539,10,164.43553098673905,7,399.6053186416022,F,Teacher,115.88388500979441,190.97939437361876,13.21490848800735,73.47859241869887,118.28709444490408,12.588979978003167,76.63541720140104,125.79259376438523,44.45537254015821,83.80960676963628,81.60599963724336,109.85597819223949,81.72351610535533,151.55890045072056,104.37422650035198,161.35523288204993,37.30287030723731,91.48592575082064,161.8062226243591,91.90619663141888,1988-08-11,7,1416.7942409238626,54.49208618937933,Grocery
2016,1,2,349.9782178272093,39.820563814405865,7,183.80522866075876,10,159.93330144456993,6,47.99587894482913,9,158.51346578585836,2,107.35485028700327,8,5.7275808984986964,9,70.95744739146276,6,74.00297095162168,4,151.45500333414864,1,349.9782178272093,M,Artist,0.3944737820732902,3.0730051797090097,82.59398660399586,100.68425297355515,194.19719113922972,146.1747519590888,108.65943769884802,125.812951812163,123.43433952577641,95.14945367096297,189.72287013292836,182.84819777144514,37.45540150980797,104.60079668576488,151.586566043555,79.27328192488478,44.148449801041245,151.20745473165564,178.78705285176548,65.75708835629814,1997-02-16,3,546.2104926877456,34.1381557929841,Home
2022,11,2,118.38458699206531,20.119442446826664,9,84.00083283480195,0,157.26390720070248,7,134.84785571035076,3,79.74180787631886,4,127.26385165812628,8,7.591117262614699,2,183.81219180712745,8,137.43661625957586,9,174.28535990408454,4,118.38458699206531,M,Artist,75.26461482111577,2.4030957215440463,183.45299109888722,100.96887585683112,196.50507080183934,37.96438677196407,111.74182293018082,163.43137183577778,44.76613422114746,178.18937643575373,192.34499898968448,187.12852731365686,38.06752722347906,125.65927903439102,85.6486776699321,164.11808067116016,119.69070862926986,172.84396672917273,130.92744068462224,18.407366752365697,1982-03-08,2,1549.4150714557206,77.47075357278604,Food
2015,8,2,153.80247639307348,53.39327247581662,4,65.68757700535326,1,68.14972394713274,0,128.41189730759626,6,139.58482712175697,1,42.5645629643149,1,13.803445651838775,2,156.12695705605213,1,95.40529116882945,1,179.3361484858515,9,153.80247639307348,F,Engineer,12.183626359273635,30.132679850498235,0.952973863710227,143.73218047076531,60.191634851792244,108.21073892481562,123.16268035947479,142.46053764985172,22.187722606216575,64.22151467891666,63.25345173173276,12.10313290784697,7.304784580793999,189.34927610975396,10.107644208402089,31.566034063301473,63.638104972536794,178.49409494646127,108.21228220421122,8.629530730436485,1983-07-02,9,756.7714813637203,28.028573383841493,Shopping
2013,12,2,228.2772680389559,96.18485050595704,10,141.57300227107913,10,195.01160209288548,4,45.19661475026642,6,76.4043863303924,8,53.62714153074075,2,118.60261639205018,4,55.5587343851478,3,133.11293380825254,3,148.7354597035196,7,228.2772680389559,M,Teacher,158.22864724309676,96.65328869709448,20.337569791964416,87.79305112825047,66.5435272153698,136.63459017464572,101.43397861071632,168.3263638717096,190.6459074749308,140.4902971314066,103.56346242355445,53.21349736717698,119.1599255634633,185.9928973716413,30.624904113540197,108.45802518676018,10.356619178152492,25.323033366804726,116.50443626476937,11.289384153532156,1961-10-03,2,571.7681238135863,57.17681238135863,PersonalCare
2014,1,2,175.84606605170552,129.0326450800232,2,1.93683008642489,3,144.01037274229515,10,109.59131115779199,7,129.47028231220236,2,78.8637694976536,4,116.66501547856211,0,8.860385617382338,10,178.93045130567725,3,15.240752444196847,6,175.84606605170552,F,Artist,108.16528315679632,181.85368124492032,176.34972168020963,26.885884555703797,129.35823558207173,4.785010696823044,23.087039254623033,186.56420179623208,6.476124875695333,39.98104345313656,38.235069799491164,186.14456785624566,143.84900390625813,64.96427171690846,186.26254557686752,80.19018732843426,23.80487068534045,39.57275259861546,84.35444174232094,53.215618358489934,1984-05-11,4,1757.8040418194707,146.48367015162256,PersonalCare
2013,9,2,493.00626646865413,110.80857073733534,7,134.67485105144848,2,120.75839134307257,3,33.586661880517596,1,194.45380220468243,0,66.35388364829011,10,28.234141453078365,8,73.94324655877445,7,178.09921478484404,6,8.73887348889324,10,493.00626646865413,M,Manager,103.11368483974005,130.75390480317438,65.41130194728284,101.84019252881278,24.021000000609206,64.21148416422638,82.03677736581953,152.29436731813792,29.769822074283447,96.36414777121433,117.77951315346739,41.84650611913128,6.74773330363867,51.652873909766186,15.510173909220114,108.55892127732277,141.8535548949652,23.948383673069728,178.9354328274236,0.6128421321503597,1979-10-03,10,1216.5547538350656,40.55182512783552,Grocery
